testtopic	questionid	question	optiona	optionb	optionc	optiond	optione	optionf
Programming-with-C-plus-plus-Test-1517	145300	Which of the following are NOT valid C++ casts	dynamic_cast	reinterpret_cast	static_cast	const_cast	void_cast<br>	
Programming-with-C-plus-plus-Test-1517	145302	What linkage specifier do you use in order to cause your C++ functions to have C linkage	"extern ""C"""	extern C	_stdcall	_cdecl	_fastcall?<br>	
Programming-with-C-plus-plus-Test-1517	145306	"Consider the line of code given below and answer the question that follows.<br><br>class screen;  <br><br>Which of the following statements are true about the class declaration above?"	Incorrect syntax. The body of the class declaration is missing	"Incorrect syntax. {}; is missing"	The syntax is correct	Incorrect syntax. {} is missing	Incorrect syntax. Requires a *	
Programming-with-C-plus-plus-Test-1517	145307	"Consider the sample code given below and answer the question that follows.<br><br>class X { <br>&nbsp;&nbsp;int&nbsp;&nbsp; i; <br><br>protected: <br>&nbsp;&nbsp;float f; <br><br>public: <br>&nbsp;&nbsp;char&nbsp;&nbsp;c; <br>}; <br><br>class Y : private X { };&nbsp;&nbsp;<br><br>Referring to the sample code above, which of the following data members of X are accessible from class Y&nbsp;&nbsp;&nbsp;<br>"	c	f	i	None of the above<br>		
Programming-with-C-plus-plus-Test-1517	145308	"Consider the sample code given below and answer the question that follows.<br><br>
class SomeClass<br>
{<br>
int x;<br>
public:<br>
SomeClass (int xx) : x(xx) {}<br>
};<br>
SomeClass x(10);<br>
SomeClass y(x);<br><br>
What is wrong with the sample code above?"	"SomeClass y(x); will generate an error because SomeClass has no copy constructor"	"SomeClass y(x); will generate an error because SomeClass has no default constructor"	"SomeClass y(x); will generate an error because SomeClass has no public copy constructor"	x(xx) will generate an error because it is illegal to initialize an int with that syntax	The code will compile without errors<br>	
Programming-with-C-plus-plus-Test-1517	145309	Which of the following statements are FALSE with regard to destructors	A derived class can call the destructor of the parent class explicitly	A class may have only one destructor	Destructors cannot be invoked directly	The return type for a destructor is void	Destructors cannot accept arguments<br>	
Programming-with-C-plus-plus-Test-1517	145310	Which of the following statements about constructors and destructors are true?	In a given class, constructors are always required to be defined, but destructors are not	Neither constructors nor destructors can take parameters	Constructors can take parameters, but destructors cannot	It is illegal to define a destructor as virtual	It is illegal to define a constructor as virtual	Both explicitly declared constructors and explicitly declared destructors are required in a class<br>
Programming-with-C-plus-plus-Test-1517	145311	What access specifier allows only the class or a derived class to access a data member	private	protected	default	virtual	public<br>	
Programming-with-C-plus-plus-Test-1517	145312	"Consider the sample code given below and answer the question that follows.<br><br>
1  class Car<br>
2  {<br>
3  private:<br>
4  int Wheels;<br>
5  <br>
6  public:<br>
7  Car(int wheels = 0)<br>
8  : Wheels(wheels)<br>
9  {<br>
10 }<br>
11<br>
12 int GetWheels()<br>
13 {<br>
14 return Wheels;<br>
15 }<br>
16 };<br>
17 main()<br>
18 {<br>
19 Car c(4);<br>
20 cout << ""No of wheels:"" << c.GetWheels();<br>
21 }<br><br>
Which of the following lines from the sample code above are examples of data member definition?"	4	7	8	14	19	
Programming-with-C-plus-plus-Test-1517	145313	"Consider the sample code given below and answer the question that follows.<br><br>
class Person <br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;string name;<br>
&nbsp;&nbsp;&nbsp;&nbsp;int age;<br>
&nbsp;&nbsp;&nbsp;&nbsp;Person *spouse;<br>
public:<br>
&nbsp;&nbsp;&nbsp;&nbsp;Person(string sName);<br>
&nbsp;&nbsp;&nbsp;&nbsp;Person(string sName, int nAge);<br>
&nbsp;&nbsp;&nbsp;&nbsp;Person(const Person& p);<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;Copy(Person *p);<br>
&nbsp;&nbsp;&nbsp;&nbsp;Copy(const Person &p);<br>
&nbsp;&nbsp;&nbsp;&nbsp;SetSpouse(Person *s);<br>
};<br><br>
Which one of the following are declarations for a copy constructor?"	"Person(string sName);"	"Person(string sName, int nAge);"	"Copy(Person *p);"	"Person(const Person &p);"	Copy(const Person &p)?	
Programming-with-C-plus-plus-Test-1517	145314	"Consider the sample code given below and answer the question that follows.<br><br>
template &lt;class T&gt; Run(T process);<br><br>
Which one of the following is an example of the sample code given above?"	A non-template member function	A template function definition	A template function declaration	A template class definition	A template class declaration	
Programming-with-C-plus-plus-Test-1517	145315	Which of the following statements about function overloading, is true?	C++ and namespaces should be used to replace occurrences of function overloading	"Overloaded functions may not be declared as ""inline"""	Although the return types and parameter types of overloaded functions can be different, the actual number of parameters cannot change	Function overloading is possible in both C and C++	The parameter lists and const keyword are used to distinguish functions of the same name declared in the same scope<br>	
Programming-with-C-plus-plus-Test-1517	145317	"Consider the sample code given below and answer the question that follows.<br><br>
class Person <br>
{<br>
public:<br>
&nbsp;&nbsp;&nbsp;Person();<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;virtual ~Person();<br>
};<br>
class Student : public Person<br>
{<br>
public:<br>
&nbsp;&nbsp;&nbsp;Student();<br>
&nbsp;&nbsp;&nbsp;~Student();<br>
};<br><br>
main()<br>
{<br>
&nbsp;&nbsp;&nbsp;Person *p = new Student();<br>
&nbsp;&nbsp;&nbsp;delete p;<br>
}<br><br>
Why is the keyword ""virtual"" added before the Person destructor?"	To make it impossible for this particular destructor to be overloaded	To ensure that correct destructor is called when p is deleted	To ensure that the destructors are called in proper order	To improve the speed of class Person's destruction	To prevent the Person class from being instantiated directly making it an abstract base class<br>	
Programming-with-C-plus-plus-Test-1517	145318	Which of the following are true about class member functions and constructors?	A constructor can return values but a member function cannot	A member function can declare local variables but a constructor cannot	A member function can return values but a constructor cannot	A constructor can declare local variables but a member function cannot	A member function can throw exceptions but a constructor cannot	
Programming-with-C-plus-plus-Test-1517	145319	"Consider the sample code given below and answer the question that follows.<br><br>
class A<br>
{<br>
public:<br>
A() {}<br>
~A()<br>
{<br>
cout << ""in destructor"" << endl;<br>
}<br>
};<br>
void main()<br>
{<br>
A a;<br>
a.~A();<br>
}<br><br>
How many times will ""in destructor"" be output when the above code is compiled and executed?"	0	1	2	A compile time error will be generated because destructors cannot be called directly		
Programming-with-C-plus-plus-Test-1517	145321	"Consider the sample code given below and answer the question that follows.<br><br>class Grandpa <br>{ <br>} ; <br>class Ma : virtual public Grandpa <br>{ <br>} ; <br>class Pa : virtual public Grandpa <br>{ <br>} ; <br>class Me : public Ma, public Pa, virtual public Grandpa <br>{ <br>} ; <br>How many instances of Grandpa will each instance of Me contain?"	1	2 	3 	4 <br><br>		
Programming-with-C-plus-plus-Test-1517	145323	"State whether True or False.<br><br>
Unary operator overloaded by means of a friend function takes one reference argument."	True	False				
Programming-with-C-plus-plus-Test-1517	145324	"What is the output of the following code segment?<br>
int n = 9;<br>
int *p;<br>
p=&n;<br>
n++;<br>
cout &lt;&lt; *p+2 &lt;&lt; "","" &lt;&lt; n;"	11,9	9,10	12,10	11,10<br>		
Programming-with-C-plus-plus-Test-1517	145325	A pure virtual function can be declared by _______.	equating it to 1	equating it to 0	equating it to NULL	the 'pure' keyword	the 'abstract' keyword<br><br>	
Programming-with-C-plus-plus-Test-1517	145326	"What will happen when the following code is compiled and executed?<br><br>
#include&lt;iostream&gt;<br>
using namespace std;<br><br>
class myclass<br>{<br>private:<br>
&nbsp;&nbsp;&nbsp;&nbsp;int number;<br>
public:<br>
&nbsp;&nbsp;&nbsp;&nbsp;myclass()<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;number = 2;<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;&nbsp;int &a()<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return number;<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
};<br><br>
int main()<br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;myclass m1,m2;<br>
&nbsp;&nbsp;&nbsp;&nbsp;m1.a() = 5; <br>
&nbsp;&nbsp;&nbsp;&nbsp;m2.a() = m1.a();<br>
&nbsp;&nbsp;&nbsp;&nbsp;cout << m2.a();<br>
&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>
}"	Compile time errors will be generated because right hand side of expressions cannot be functions	The printed output will be 5	The printed output will be 2	The printed output will be undefined<br>		
Programming-with-C-plus-plus-Test-1517	145327	How many arguments can be passed to an overloaded binary operator?	4	3	2	1	0	
Programming-with-C-plus-plus-Test-1517	145329	Which of the following techniques should you use to handle a constructor that fails?	Return an error code from the constructor	Throw an exception from the constructor	Write the error to a log file	"Use ""delete this;"" in the constructor"	None of the above<br>	
Programming-with-C-plus-plus-Test-1517	145330	Which of the following techniques should you use to handle a destructor that fails?	Return an error code from the destructor	Throw an exception from the destructor	Write the error to a log file	"Use ""delete this;"" in the destructor"	None of the above<br>	
Programming-with-C-plus-plus-Test-1517	145331	Suppose MyClass is a class that defines a copy constructor and overloads the assignment operator. In which of the following cases will the copy constructor of MyClass be called?	When an object of MyClass is passed by value to a function	When an object of MyClass is returned by value from a function	"MyClass object1;<br>&nbsp;&nbsp; MyClass object2;<br>&nbsp;&nbsp; object2 = object1;"	"MyClass object1;<br>&nbsp;&nbsp; MyClass *object2&nbsp;&nbsp;= new MyClass(object1);<br>"	"MyClass object1;<br>&nbsp;&nbsp; MyClass object2 = object1;<br><br>"	
Programming-with-C-plus-plus-Test-1517	145332	"Consider the following code:<br><br>class Animal<br>{<br>private:<br>&nbsp;&nbsp;&nbsp;&nbsp;int weight;<br><br>public:<br>&nbsp;&nbsp;&nbsp;&nbsp;Animal()<br>&nbsp;&nbsp;&nbsp;&nbsp;{<br>&nbsp;&nbsp;&nbsp;&nbsp;}<br><br>&nbsp;&nbsp;&nbsp;&nbsp;virtual void Speak()<br>&nbsp;&nbsp;&nbsp;&nbsp;{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;cout &lt;&lt; ""Animal speaking"";<br>&nbsp;&nbsp;&nbsp;&nbsp;}<br>};<br><br>class Snake : public Animal<br>{<br>private:<br>&nbsp;&nbsp;&nbsp;&nbsp;int length;<br><br>public:<br>&nbsp;&nbsp;&nbsp;&nbsp;Snake()<br>&nbsp;&nbsp;&nbsp;&nbsp;{<br>&nbsp;&nbsp;&nbsp;&nbsp;}<br><br>&nbsp;&nbsp;&nbsp;&nbsp;void Speak()<br>&nbsp;&nbsp;&nbsp;&nbsp;{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;cout &lt;&lt; ""Snake speaking\r\n"";<br>&nbsp;&nbsp;&nbsp;&nbsp;}<br>};<br><br>int main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;Animal *array = new Snake[10];<br><br>&nbsp;&nbsp;&nbsp;&nbsp;for (int index= 0; index &lt; 10; index++)<br>&nbsp;&nbsp;&nbsp;&nbsp;{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;array-&gt;Speak();<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;array++;<br>&nbsp;&nbsp;&nbsp;&nbsp;}<br>&nbsp;&nbsp;&nbsp;&nbsp;<br>&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>}<br>What happens when the above code is compiled and executed?"	The code will generate compilation errors	"The code will compile and run fine. ""Animal speaking"" will be printed to the output"	"The code will compile and run fine. ""Snake speaking"" will be printed to the output"	The code will crash at runtime<br>		
Programming-with-C-plus-plus-Test-1517	156893	"Consider the following code:<br><font size=2><br>template&lt;class T&gt; void Kill(T *& objPtr)<br>{<br>&nbsp;&nbsp; delete objPtr;<br>&nbsp;&nbsp; objPtr = NULL;<br>}<br><br>class MyClass<br>{<br>};<br><br>void Test()<br>{<br>&nbsp;&nbsp; MyClass *ptr = new MyClass();<br>&nbsp;&nbsp; Kill(ptr);<br>&nbsp;&nbsp; Kill(ptr);<br>} <br></font><br>Invoking Test() will cause which of the following?"	Code will Crash or Throw and Exception	Code will Execute, but there will be a memory leak	Code will execute properly	Code will exhibit undefined behavior<br>		
Programming-with-C-plus-plus-Test-1517	156895	Which of the following is NOT a standard sorting algorithm:	std::sort	std::qsort	std::stable_sort	std::partial_sort<br>		
Programming-with-C-plus-plus-Test-1517	156896	Which of the following is not a standard STL header?	"&lt;array&gt;"	"&lt;deque&gt;"	"&lt;queue&gt;"	"&lt;list&gt;"		
Programming-with-C-plus-plus-Test-1517	156897	"Consider the following code:<br><br>
class BaseException<br>
{<br>
public:<br>
&nbsp;&nbsp;&nbsp;virtual void Output()<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;cout << ""Base Exception"" << endl;<br>
 &nbsp;&nbsp;&nbsp;}<br>
};<br><br>
class DerivedException : public BaseException<br>
{<br>
public:<br>
&nbsp;&nbsp;&nbsp;virtual void Output()<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;cout << ""Derived Exception"" << endl;<br>
&nbsp;&nbsp;&nbsp;}<br>
};<br><br>
void ExceptionTest()<br>
{<br>
&nbsp;&nbsp;&nbsp;try<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;throw DerivedException();<br>
&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;catch (BaseException& ex)<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ex.Output();<br>
&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;catch (...)<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;cout << ""Unknown Exception Thrown!"" << endl;<br>
&nbsp;&nbsp;&nbsp;}<br>
}<br><br>
Invoking Exception Test will result in which output?"	Base Exception	Derived Exception	Unknown Exception Thrown	No Output will be generated		
Programming-with-C-plus-plus-Test-1517	156898	"Consider the following code:<br><br>
class BaseException<br>
{<br>
public:<br>
&nbsp;&nbsp;&nbsp;&nbsp;virtual void Output()<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;cout << ""Base Exception"" << endl;<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
};<br><br>
class DerivedException : public BaseException<br>
{<br>
public:<br>
&nbsp;&nbsp;&nbsp;&nbsp;virtual void Output()<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;cout << ""Derived Exception"" << endl;<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
};<br><br>
void ExceptionTest()<br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;try<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;throw DerivedException();<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;&nbsp;catch (BaseException ex)<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ex.Output();<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;&nbsp;catch (...)<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;cout << ""Unknown Exception Thrown!"" << endl;<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
}<br><br>
Invoking Exception Test will result in which output?"	Base Exception	Derived Exception	Unknown Exception Thrown	No Output will be generated		
Programming-with-C-plus-plus-Test-1517	156899	"Consider the following code:<br><br>
class BaseException<br>
{<br>
&nbsp;&nbsp;&nbsp;public:<br>
&nbsp;&nbsp;&nbsp;virtual void Output()<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;cout << ""Base Exception"" << endl;<br>
&nbsp;&nbsp;&nbsp;}<br>
};<br><br>
class DerivedException : public BaseException<br>
{<br>
&nbsp;&nbsp;&nbsp;public:<br>
&nbsp;&nbsp;&nbsp;virtual void Output()<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;cout << ""Derived Exception"" << endl;<br>
&nbsp;&nbsp;&nbsp;}<br>
};<br><br>
void ExceptionTest()<br>
{<br>
&nbsp;&nbsp;&nbsp;try<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;throw new DerivedException();<br>
&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;catch (DerivedException ex)<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ex.Output();<br>
&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;catch (...)<br>
&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;cout << ""Unknown Exception Thrown!"" << endl;<br>
&nbsp;&nbsp;&nbsp;}<br>
}<br><br>
Invoking Exception Test will result in which output?"	Base Exception	Derived Exception	Unknown Exception Thrown	No Output will be generated		
Programming-with-C-plus-plus-Test-1517	156900	Which of the following STL classes is deprecated (ie should no longer be used)	ostrstream	ostringstream	ostream	wostream<br>		
Programming-with-C-plus-plus-Test-1517	156901	"Consider the following code:<br><font size=2><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;class A {<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;typedef int I;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;// private member<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;I f();<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;friend I g(I);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;static I x;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;};<br></font><br>Which of the following are valid:"	"A::I A::f() { return 0; }"	"A::I g(A::I p = A::x);"	"A::I g(A::I p) { return 0; }"	"A::I A::x = 0;<br>"		
Programming-with-C-Test-39	144625	"What would be printed on the standard output as a result of the following code snippet?<br><br>main()<br><br>{<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;signed char i = 1;<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;for (; i&lt;=255; i++)<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf (""%d "",i);<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br><br>}"	Compilation Error	1 2 3 ... 255	1 2 3 . . . 127	1 2 3 . . . 127 -128 -127 ... 0 1 2 3 . . . (infinite times)<br>		
Programming-with-C-Test-39	144626	"What would be printed on the standard output as a result of the following code snippet?<br><br>#include&lt;stdio.h&gt;<br>main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;unsigned char a=255;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;a = a+1;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d"",a);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>}"	Undefined value	256	1	0	-1<br>	
Programming-with-C-Test-39	144627	"What would be printed on the standard output as a result of the following code snippet?<br><br>
main()<br>
{<br>
int arr[10];<br>
int a = sizeof(arr);<br>
printf(""%d\n"",a);<br>
return 0;<br>
}"	Compilation Error	10	4	40	0	
Programming-with-C-Test-39	144628	Which of the following sets of conversion statements may result in the loss of data?	"int i;<br>
char c;<br>i=c;<br>c=i;"	"int i;<br>char c;<br>c=i;<br>i=c;"	"int i;<br>float f;<br>i=f;<br>f=i;"	None of the above		
Programming-with-C-Test-39	144629	Which of the following comparison statements will be true if an integer is 16 bits and a long is 32 bits on a machine?	"-1L &lt; 1U"	"-1L &gt; 1U"	"-1L &lt; 1UL"	"-1L &gt; 1UL<br>"		
Programming-with-C-Test-39	144630	Which of the following statements will result in a compilation error?	"int n=5, x; x=n++;"	"int n=5, x; x= ++n++;"	"int n=5, x; x= (n+1)++;"	"int n=5, x=6; x= (n+x)++;"	None of the above<br>	
Programming-with-C-Test-39	144631	"What would be printed on the standard output as a result of the following code snippet?<br><br>main()<br>{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int n=5, x;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;x = n++;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d "", x);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;x = ++n;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d "", x++);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d"", x);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>}"	6 7 8	5 7 8	6 8 8	5 8 8	None of the above<br>	
Programming-with-C-Test-39	144632	"What would be printed on the standard output as a result of the following code snippet?<br><br>main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;char option = 5;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;switch(option)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;case '5':<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""case : 1 \n"");<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;break;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;case 5:<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""case : 2 \n"");<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;break;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;default:<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""case : 3 \n"");<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;break;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;}<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>}"	case : 1	case : 2	case : 3	Result in compilation error	None of the above<br>	
